time,price
03:00 AM,0.0289
04:00 AM,0.031
05:00 AM,0.0352
06:00 AM,0.056
07:00 AM,0.0504
08:00 AM,0.0569
09:00 AM,0.0674
10:00 AM,0.0784
11:00 AM,0.0621
12:00 PM,0.0612
01:00 PM,0.0699
02:00 PM,0.1166
03:00 PM,0.1015
04:00 PM,0.086
05:00 PM,0.1148
06:00 PM,0.101
07:00 PM,0.0915
08:00 PM,0.0612
09:00 PM,0.0634
10:00 PM,0.0696
11:00 PM,0.0352
12:00 AM,0.0352
01:00 AM,0.0458
02:00 AM,0.0328
